Team1,Team1Goals,Team2Goals,Team2,Winner,Losser
IvoryCoast,2,2,CongoDR,TIEIvoryCoastCongoDR,TIEIvoryCoastCongoDR
Morocco,3,1,Togo,Morocco,Togo
Nicaragua,3,1,Belize,Nicaragua,Belize
Egypt,1,0,Uganda,Egypt,Uganda
Ghana,1,0,Mali,Ghana,Mali
Belize,0,1,Honduras,Honduras,Belize
Bermuda,2,4,Canada,Canada,Bermuda
ElSalvador,1,0,Nicaragua,ElSalvador,Nicaragua
Gabon,0,0,Cameroon,TIEGabonCameroon,TIEGabonCameroon
GuineaBissau,0,2,BurkinaFaso,BurkinaFaso,GuineaBissau
Panama,1,0,CostaRica,Panama,CostaRica
Senegal,2,2,Algeria,TIESenegalAlgeria,TIESenegalAlgeria
Uzbekistan,2,2,Georgia,TIEUzbekistanGeorgia,TIEUzbekistanGeorgia
Zimbabwe,2,4,Tunisia,Tunisia,Zimbabwe
Morocco,1,0,IvoryCoast,Morocco,IvoryCoast
Togo,1,3,CongoDR,CongoDR,Togo
Egypt,1,0,Ghana,Egypt,Ghana
Jordan,1,0,Georgia,Jordan,Georgia
Uganda,1,1,Mali,TIEUgandaMali,TIEUgandaMali
Brazil,1,0,Colombia,Brazil,Colombia
BurkinaFaso,2,0,Tunisia,BurkinaFaso,Tunisia
Senegal,0,0,Cameroon,TIESenegalCameroon,TIESenegalCameroon
CongoDR,1,2,Ghana,Ghana,CongoDR
Egypt,1,0,Morocco,Egypt,Morocco
USA,0,0,Serbia,TIEUSASerbia,TIEUSASerbia
BurkinaFaso,1,1,Egypt,TIEBurkinaFasoEgypt,TIEBurkinaFasoEgypt
Cameroon,2,0,Ghana,Cameroon,Ghana
BurkinaFaso,1,0,Ghana,BurkinaFaso,Ghana
Egypt,1,2,Cameroon,Cameroon,Egypt
Mexico,1,0,Iceland,Mexico,Iceland
Ecuador,3,1,Honduras,Ecuador,Honduras
Qatar,1,2,Azerbaijan,Azerbaijan,Qatar
TrinidadandTobago,2,0,Barbados,TrinidadandTobago,Barbados
Burundi,7,0,Djibouti,Burundi,Djibouti
Burundi,1,0,Djibouti,Burundi,Djibouti
Honduras,2,0,Nicaragua,Honduras,Nicaragua
Iran,0,1,Iraq,Iraq,Iran
SanMarino,0,2,Moldova,Moldova,SanMarino
Indonesia,1,3,Burma,Burma,Indonesia
Cambodia,2,3,India,India,Cambodia
Curasao,1,1,ElSalvador,TIECurasaoElSalvador,TIECurasaoElSalvador
Cyprus,3,1,Kazakhstan,Cyprus,Kazakhstan
CzechRepublic,3,0,Lithuania,CzechRepublic,Lithuania
Djibouti,2,0,SouthSudan,Djibouti,SouthSudan
Germany,1,0,England,Germany,England
Philippines,0,0,Malaysia,TIEPhilippinesMalaysia,TIEPhilippinesMalaysia
Saeo,0,1,Madagascar,Madagascar,Saeo
Scotland,1,1,Canada,TIEScotlandCanada,TIEScotlandCanada
Vietnam,1,1,Taiwan,TIEVietnamTaiwan,TIEVietnamTaiwan
Yemen,0,1,Palestine,Palestine,Yemen
Afghanistan,2,1,Singapore,Afghanistan,Singapore
Argentina,1,0,Chile,Argentina,Chile
Bahrain,1,1,Tajikistan,TIEBahrainTajikistan,TIEBahrainTajikistan
China,1,0,SouthKorea,China,SouthKorea
Colombia,1,0,Bolivia,Colombia,Bolivia
Iraq,1,1,Australia,TIEIraqAustralia,TIEIraqAustralia
Jordan,4,0,HongKong,Jordan,HongKong
Kenya,1,1,Uganda,TIEKenyaUganda,TIEKenyaUganda
Nigeria,1,1,Senegal,TIENigeriaSenegal,TIENigeriaSenegal
PapuaNewGuinea,1,3,Tahiti,Tahiti,PapuaNewGuinea
Paraguay,2,1,Ecuador,Paraguay,Ecuador
Qatar,0,1,Iran,Iran,Qatar
Syria,1,0,Uzbekistan,Syria,Uzbekistan
Thailand,0,3,SaudiArabia,SaudiArabia,Thailand
UnitedArabEmirates,0,2,Japan,Japan,UnitedArabEmirates
Uruguay,1,4,Brazil,Brazil,Uruguay
Venezuela,2,2,Peru,TIEVenezuelaPeru,TIEVenezuelaPeru
Austria,2,0,Moldova,Austria,Moldova
Comoros,2,0,Mauritius,Comoros,Mauritius
Croatia,1,0,Ukraine,Croatia,Ukraine
Georgia,1,2,Serbia,Serbia,Georgia
Guinea,2,2,Gabon,TIEGuineaGabon,TIEGuineaGabon
Ireland,0,0,Wales,TIEIrelandWales,TIEIrelandWales
Italy,2,0,Albania,Italy,Albania
Kosovo,1,2,Iceland,Iceland,Kosovo
Libya,0,0,Togo,TIELibyaTogo,TIELibyaTogo
Liechtenstein,0,3,Macedonia,Macedonia,Liechtenstein
Mauritania,1,0,Benin,Mauritania,Benin
Mexico,2,0,CostaRica,Mexico,CostaRica
Morocco,2,0,BurkinaFaso,Morocco,BurkinaFaso
Russia,0,2,IvoryCoast,IvoryCoast,Russia
Spain,4,1,Israel,Spain,Israel
TrinidadandTobago,1,0,Panama,TrinidadandTobago,Panama
Tunisia,0,1,Cameroon,Cameroon,Tunisia
Turkey,2,0,Finland,Turkey,Finland
USA,6,0,Honduras,USA,Honduras
Andorra,0,0,FaroeIslands,TIEAndorraFaroeIslands,TIEAndorraFaroeIslands
Belgium,1,1,Greece,TIEBelgiumGreece,TIEBelgiumGreece
BosniaHerzegovina,5,0,Gibraltar,BosniaHerzegovina,Gibraltar
Bulgaria,2,0,Netherlands,Bulgaria,Netherlands
Cyprus,0,0,Estonia,TIECyprusEstonia,TIECyprusEstonia
Fiji,0,2,NewZealand,NewZealand,Fiji
Luxembourg,1,3,France,France,Luxembourg
Mozambique,2,0,Angola,Mozambique,Angola
Portugal,3,0,Hungary,Portugal,Hungary
SouthAfrica,3,1,GuineaBissau,SouthAfrica,GuineaBissau
Sweden,4,0,Belarus,Sweden,Belarus
Switzerland,1,0,Latvia,Switzerland,Latvia
Tanzania,2,0,Botswana,Tanzania,Botswana
Armenia,2,0,Kazakhstan,Armenia,Kazakhstan
Azerbaijan,1,4,Germany,Germany,Azerbaijan
Barbados,2,1,Martinique,Barbados,Martinique
England,2,0,Lithuania,England,Lithuania
Kenya,2,1,CongoDR,Kenya,CongoDR
Madagascar,3,2,Saeo,Madagascar,Saeo
Malta,1,3,Slovakia,Slovakia,Malta
Montenegro,1,2,Poland,Poland,Montenegro
NorthernIreland,2,0,Norway,NorthernIreland,Norway
Romania,0,0,Denmark,TIERomaniaDenmark,TIERomaniaDenmark
SanMarino,0,6,CzechRepublic,CzechRepublic,SanMarino
Scotland,1,0,Slovenia,Scotland,Slovenia
Zimbabwe,0,0,Zambia,TIEZimbabweZambia,TIEZimbabweZambia
CentralAfricanRepublic,1,2,Gambia,Gambia,CentralAfricanRepublic
IvoryCoast,1,1,Senegal,TIEIvoryCoastSenegal,TIEIvoryCoastSenegal
Mauritania,2,1,Congo,Mauritania,Congo
Turkey,3,1,Moldova,Turkey,Moldova
Afghanistan,1,1,Vietnam,TIEAfghanistanVietnam,TIEAfghanistanVietnam
Albania,1,2,BosniaHerzegovina,BosniaHerzegovina,Albania
Australia,2,0,UnitedArabEmirates,Australia,UnitedArabEmirates
Austria,1,1,Finland,TIEAustriaFinland,TIEAustriaFinland
Bahrain,0,0,Singapore,TIEBahrainSingapore,TIEBahrainSingapore
Bolivia,2,0,Argentina,Bolivia,Argentina
Brazil,3,0,Paraguay,Brazil,Paraguay
Burma,0,1,India,India,Burma
Cameroon,1,2,Guinea,Guinea,Cameroon
Chile,3,1,Venezuela,Chile,Venezuela
Ecuador,0,2,Colombia,Colombia,Ecuador
Egypt,3,0,Togo,Egypt,Togo
Estonia,3,0,Croatia,Estonia,Croatia
France,0,2,Spain,Spain,France
Georgia,5,0,Latvia,Georgia,Latvia
Guyana,0,0,Martinique,TIEGuyanaMartinique,TIEGuyanaMartinique
Honduras,1,1,CostaRica,TIEHondurasCostaRica,TIEHondurasCostaRica
Iran,1,0,China,Iran,China
Ireland,0,1,Iceland,Iceland,Ireland
Japan,4,0,Thailand,Japan,Thailand
Jordan,7,0,Cambodia,Jordan,Cambodia
SouthKorea,1,0,Syria,SouthKorea,Syria
Kyrgyzstan,1,0,Macau,Kyrgyzstan,Macau
Lebanon,2,0,HongKong,Lebanon,HongKong
Luxembourg,0,2,CapeVerde,CapeVerde,Luxembourg
Macedonia,3,0,Belarus,Macedonia,Belarus
Maldives,0,3,Palestine,Palestine,Maldives
Mauritius,1,1,Comoros,TIEMauritiusComoros,TIEMauritiusComoros
Morocco,1,0,Tunisia,Morocco,Tunisia
Mozambique,1,0,Lesotho,Mozambique,Lesotho
Netherlands,1,2,Italy,Italy,Netherlands
NewZealand,2,0,Fiji,NewZealand,Fiji
Oman,14,0,Bhutan,Oman,Bhutan
Panama,1,1,USA,TIEPanamaUSA,TIEPanamaUSA
Peru,2,1,Uruguay,Peru,Uruguay
Philippines,4,1,Nepal,Philippines,Nepal
Portugal,2,3,Sweden,Sweden,Portugal
Russia,3,3,Belgium,TIERussiaBelgium,TIERussiaBelgium
SaudiArabia,1,0,Iraq,SaudiArabia,Iraq
SouthAfrica,0,0,Angola,TIESouthAfricaAngola,TIESouthAfricaAngola
SouthSudan,6,0,Djibouti,SouthSudan,Djibouti
Tanzania,2,1,Burundi,Tanzania,Burundi
TrinidadandTobago,0,1,Mexico,Mexico,TrinidadandTobago
Uzbekistan,1,0,Qatar,Uzbekistan,Qatar
Yemen,2,1,Tajikistan,Yemen,Tajikistan
Martinique,4,1,Guadeloupe,Martinique,Guadeloupe
BurkinaFaso,1,1,Benin,TIEBurkinaFasoBenin,TIEBurkinaFasoBenin
StKittsandNevis,2,1,Barbados,StKittsandNevis,Barbados
Senegal,2,0,Mauritania,Senegal,Mauritania
Egypt,1,0,Libya,Egypt,Libya
Guadeloupe,2,2,Dominica,TIEGuadeloupeDominica,TIEGuadeloupeDominica
Benin,2,2,BurkinaFaso,TIEBeninBurkinaFaso,TIEBeninBurkinaFaso
Fiji,1,1,SolomonIslands,TIEFijiSolomonIslands,TIEFijiSolomonIslands
Ghana,1,1,Benin,TIEGhanaBenin,TIEGhanaBenin
ElSalvador,2,2,Honduras,TIEElSalvadorHonduras,TIEElSalvadorHonduras
Fiji,1,0,SolomonIslands,Fiji,SolomonIslands
Mexico,1,2,Croatia,Croatia,Mexico
Italy,8,0,SanMarino,Italy,SanMarino
IvoryCoast,1,1,Benin,TIEIvoryCoastBenin,TIEIvoryCoastBenin
Morocco,1,2,Netherlands,Netherlands,Morocco
Iraq,1,0,Jordan,Iraq,Jordan
Mexico,3,1,Ireland,Mexico,Ireland
Nigeria,3,0,Togo,Nigeria,Togo
Switzerland,1,0,Belarus,Switzerland,Belarus
Chile,3,0,BurkinaFaso,Chile,BurkinaFaso
France,5,0,Paraguay,France,Paraguay
Nicaragua,0,1,Bolivia,Bolivia,Nicaragua
NorthernIreland,1,0,NewZealand,NorthernIreland,NewZealand
Oman,1,1,Syria,TIEOmanSyria,TIEOmanSyria
Ethiopia,0,0,Uganda,TIEEthiopiaUganda,TIEEthiopiaUganda
Portugal,4,0,Cyprus,Portugal,Cyprus
USA,1,1,Venezuela,TIEUSAVenezuela,TIEUSAVenezuela
Armenia,5,0,StKittsandNevis,Armenia,StKittsandNevis
Gabon,0,0,Zambia,TIEGabonZambia,TIEGabonZambia
Ireland,3,1,Uruguay,Ireland,Uruguay
Lesotho,1,0,Mauritania,Lesotho,Mauritania
Luxembourg,2,1,Albania,Luxembourg,Albania
Montenegro,1,2,Iran,Iran,Montenegro
Netherlands,5,0,IvoryCoast,Netherlands,IvoryCoast
Togo,2,0,Comoros,Togo,Comoros
Belgium,2,1,CzechRepublic,Belgium,CzechRepublic
CongoDR,2,0,Botswana,CongoDR,Botswana
Egypt,1,0,Libya,Egypt,Libya
Hungary,0,3,Russia,Russia,Hungary
Macedonia,0,0,Turkey,TIEMacedoniaTurkey,TIEMacedoniaTurkey
Senegal,0,0,Uganda,TIESenegalUganda,TIESenegalUganda
Afghanistan,2,1,Maldives,Afghanistan,Maldives
Algeria,2,1,Guinea,Algeria,Guinea
Bahrain,0,2,Palestine,Palestine,Bahrain
Denmark,1,1,Germany,TIEDenmarkGermany,TIEDenmarkGermany
India,2,0,Nepal,India,Nepal
Israel,1,1,Moldova,TIEIsraelMoldova,TIEIsraelMoldova
Malta,1,0,Ukraine,Malta,Ukraine
Qatar,2,2,KoreaDPR,TIEQatarKoreaDPR,TIEQatarKoreaDPR
Uzbekistan,2,0,Thailand,Uzbekistan,Thailand
Bolivia,3,2,Nicaragua,Bolivia,Nicaragua
China,8,1,Philippines,China,Philippines
Fiji,2,2,NewCaledonia,TIEFijiNewCaledonia,TIEFijiNewCaledonia
Finland,1,1,Liechtenstein,TIEFinlandLiechtenstein,TIEFinlandLiechtenstein
Georgia,3,0,StKittsandNevis,Georgia,StKittsandNevis
HongKong,0,0,Jordan,TIEHongKongJordan,TIEHongKongJordan
Iraq,0,0,SouthKorea,TIEIraqSouthKorea,TIEIraqSouthKorea
Italy,3,0,Uruguay,Italy,Uruguay
Japan,1,1,Syria,TIEJapanSyria,TIEJapanSyria
Spain,2,2,Colombia,TIESpainColombia,TIESpainColombia
UnitedArabEmirates,4,0,Laos,UnitedArabEmirates,Laos
Australia,3,2,SaudiArabia,Australia,SaudiArabia
Cambodia,0,2,Indonesia,Indonesia,Cambodia
CostaRica,0,0,Panama,TIECostaRicaPanama,TIECostaRicaPanama
Ecuador,1,1,Venezuela,TIEEcuadorVenezuela,TIEEcuadorVenezuela
Mexico,3,0,Honduras,Mexico,Honduras
Peru,1,0,Paraguay,Peru,Paraguay
USA,2,0,TrinidadandTobago,USA,TrinidadandTobago
Andorra,1,0,Hungary,Andorra,Hungary
Argentina,1,0,Brazil,Argentina,Brazil
Belarus,2,1,Bulgaria,Belarus,Bulgaria
BosniaHerzegovina,0,0,Greece,TIEBosniaHerzegovinaGreece,TIEBosniaHerzegovinaGreece
Estonia,0,2,Belgium,Belgium,Estonia
FaroeIslands,0,2,Switzerland,Switzerland,FaroeIslands
Gibraltar,1,2,Cyprus,Cyprus,Gibraltar
Latvia,0,3,Portugal,Portugal,Latvia
Libya,5,1,Seychelles,Libya,Seychelles
Netherlands,5,0,Luxembourg,Netherlands,Luxembourg
Russia,1,1,Chile,TIERussiaChile,TIERussiaChile
SolomonIslands,3,2,PapuaNewGuinea,SolomonIslands,PapuaNewGuinea
Sudan,1,3,Madagascar,Madagascar,Sudan
Sweden,2,1,France,Sweden,France
Azerbaijan,0,1,NorthernIreland,NorthernIreland,Azerbaijan
BurkinaFaso,3,1,Angola,BurkinaFaso,Angola
Burundi,3,0,SouthSudan,Burundi,SouthSudan
Cameroon,1,0,Morocco,Cameroon,Morocco
CongoDR,3,1,Congo,CongoDR,Congo
Germany,7,0,SanMarino,Germany,SanMarino
Grenada,1,2,Bermuda,Bermuda,Grenada
GuineaBissau,1,0,Namibia,GuineaBissau,Namibia
IvoryCoast,2,3,Guinea,Guinea,IvoryCoast
Kazakhstan,1,3,Denmark,Denmark,Kazakhstan
Lithuania,1,2,Slovakia,Slovakia,Lithuania
Malawi,1,0,Comoros,Malawi,Comoros
Mali,2,1,Gabon,Mali,Gabon
Montenegro,4,1,Armenia,Montenegro,Armenia
Niger,0,0,Swaziland,TIENigerSwaziland,TIENigerSwaziland
Nigeria,0,2,SouthAfrica,SouthAfrica,Nigeria
Norway,1,1,CzechRepublic,TIENorwayCzechRepublic,TIENorwayCzechRepublic
Poland,3,1,Romania,Poland,Romania
Scotland,2,2,England,TIEScotlandEngland,TIEScotlandEngland
Senegal,3,0,EquatorialGuinea,Senegal,EquatorialGuinea
SierraLeone,2,1,Kenya,SierraLeone,Kenya
Singapore,1,2,Taiwan,Taiwan,Singapore
Slovenia,2,0,Malta,Slovenia,Malta
Tanzania,1,1,Lesotho,TIETanzaniaLesotho,TIETanzaniaLesotho
Zambia,0,1,Mozambique,Mozambique,Zambia
Algeria,1,0,Togo,Algeria,Togo
Benin,1,0,Gambia,Benin,Gambia
CapeVerde,0,1,Uganda,Uganda,CapeVerde
CentralAfricanRepublic,2,1,Rwanda,CentralAfricanRepublic,Rwanda
Finland,1,2,Ukraine,Ukraine,Finland
Ghana,5,0,Ethiopia,Ghana,Ethiopia
Iceland,1,0,Croatia,Iceland,Croatia
Ireland,1,1,Austria,TIEIrelandAustria,TIEIrelandAustria
Israel,0,3,Albania,Albania,Israel
Italy,5,0,Liechtenstein,Italy,Liechtenstein
Kosovo,1,4,Turkey,Turkey,Kosovo
Macedonia,1,2,Spain,Spain,Macedonia
Mexico,1,1,USA,TIEMexicoUSA,TIEMexicoUSA
Moldova,2,2,Georgia,TIEMoldovaGeorgia,TIEMoldovaGeorgia
NewCaledonia,2,1,Fiji,NewCaledonia,Fiji
Serbia,1,1,Wales,TIESerbiaWales,TIESerbiaWales
Zimbabwe,3,0,Liberia,Zimbabwe,Liberia
Belarus,1,0,NewZealand,Belarus,NewZealand
Iran,2,0,Uzbekistan,Iran,Uzbekistan
Latvia,1,2,Estonia,Estonia,Latvia
Australia,0,4,Brazil,Brazil,Australia
Bhutan,0,2,Maldives,Maldives,Bhutan
Cambodia,1,0,Afghanistan,Cambodia,Afghanistan
Cameroon,0,4,Colombia,Colombia,Cameroon
Canada,2,1,Curasao,Canada,Curasao
CostaRica,2,1,TrinidadandTobago,CostaRica,TrinidadandTobago
ElSalvador,0,3,Ecuador,Ecuador,ElSalvador
France,3,2,England,France,England
HongKong,1,1,KoreaDPR,TIEHongKongKoreaDPR,TIEHongKongKoreaDPR
India,1,0,Kyrgyzstan,India,Kyrgyzstan
Indonesia,0,0,PuertoRico,TIEIndonesiaPuertoRico,TIEIndonesiaPuertoRico
Iraq,1,1,Japan,TIEIraqJapan,TIEIraqJapan
Macau,0,4,Burma,Burma,Macau
Malaysia,1,2,Lebanon,Lebanon,Malaysia
Nepal,0,0,Yemen,TIENepalYemen,TIENepalYemen
Norway,1,1,Sweden,TIENorwaySweden,TIENorwaySweden
Palestine,2,1,Oman,Palestine,Oman
Panama,2,2,Honduras,TIEPanamaHonduras,TIEPanamaHonduras
PapuaNewGuinea,1,2,SolomonIslands,SolomonIslands,PapuaNewGuinea
Qatar,3,2,SouthKorea,Qatar,SouthKorea
Romania,3,2,Chile,Romania,Chile
Singapore,0,6,Argentina,Argentina,Singapore
SouthAfrica,1,2,Zambia,Zambia,SouthAfrica
Syria,2,2,China,TIESyriaChina,TIESyriaChina
Tajikistan,3,4,Philippines,Philippines,Tajikistan
Thailand,1,1,UnitedArabEmirates,TIEThailandUnitedArabEmirates,TIEThailandUnitedArabEmirates
Turkmenistan,1,2,Bahrain,Bahrain,Turkmenistan
Vietnam,0,0,Jordan,TIEVietnamJordan,TIEVietnamJordan
Curasao,0,0,Nicaragua,TIECurasaoNicaragua,TIECurasaoNicaragua
FrenchGuyana,3,0,Barbados,FrenchGuyana,Barbados
Russia,2,0,NewZealand,Russia,NewZealand
Cameroon,0,2,Chile,Chile,Cameroon
Portugal,2,2,Mexico,TIEPortugalMexico,TIEPortugalMexico
Australia,2,3,Germany,Germany,Australia
Mexico,2,1,NewZealand,Mexico,NewZealand
Russia,0,1,Portugal,Portugal,Russia
Cameroon,1,1,Australia,TIECameroonAustralia,TIECameroonAustralia
Germany,1,1,Chile,TIEGermanyChile,TIEGermanyChile
Jamaica,1,1,FrenchGuyana,TIEJamaicaFrenchGuyana,TIEJamaicaFrenchGuyana
Martinique,1,2,Curasao,Curasao,Martinique
NewZealand,0,4,Portugal,Portugal,NewZealand
Russia,1,2,Mexico,Mexico,Russia
Chile,1,1,Australia,TIEChileAustralia,TIEChileAustralia
Germany,3,1,Cameroon,Germany,Cameroon
Jamaica,1,2,Curasao,Curasao,Jamaica
Martinique,0,1,FrenchGuyana,FrenchGuyana,Martinique
Mauritius,0,1,Angola,Angola,Mauritius
Tanzania,2,0,Malawi,Tanzania,Malawi
Madagascar,2,0,Seychelles,Madagascar,Seychelles
Mozambique,0,4,Zimbabwe,Zimbabwe,Mozambique
Angola,0,0,Tanzania,TIEAngolaTanzania,TIEAngolaTanzania
Malawi,0,0,Mauritius,TIEMalawiMauritius,TIEMalawiMauritius
Portugal,0,0,Chile,TIEPortugalChile,TIEPortugalChile
Seychelles,1,2,Mozambique,Mozambique,Seychelles
StLucia,2,1,StVincentandtheGrenadines,StLucia,StVincentandtheGrenadines
Zimbabwe,0,0,Madagascar,TIEZimbabweMadagascar,TIEZimbabweMadagascar
Germany,4,1,Mexico,Germany,Mexico
Malawi,0,0,Angola,TIEMalawiAngola,TIEMalawiAngola
Tanzania,1,1,Mauritius,TIETanzaniaMauritius,TIETanzaniaMauritius
Dominica,2,1,Barbados,Dominica,Barbados
Mozambique,1,4,Madagascar,Madagascar,Mozambique
Zimbabwe,6,0,Seychelles,Zimbabwe,Seychelles
Botswana,1,2,Zambia,Zambia,Botswana
Gambia,0,0,GuineaBissau,TIEGambiaGuineaBissau,TIEGambiaGuineaBissau
Mexico,2,1,Paraguay,Mexico,Paraguay
Namibia,0,0,Lesotho,TIENamibiaLesotho,TIENamibiaLesotho
USA,2,1,Ghana,USA,Ghana
Chile,0,1,Germany,Germany,Chile
Portugal,2,1,Mexico,Portugal,Mexico
SouthAfrica,0,1,Tanzania,Tanzania,SouthAfrica
Swaziland,1,2,Zimbabwe,Zimbabwe,Swaziland
Barbados,1,1,StLucia,TIEBarbadosStLucia,TIEBarbadosStLucia
Grenada,4,3,StVincentandtheGrenadines,Grenada,StVincentandtheGrenadines
Namibia,1,0,Swaziland,Namibia,Swaziland
SouthAfrica,2,0,Botswana,SouthAfrica,Botswana
StLucia,0,0,Dominica,TIEStLuciaDominica,TIEStLuciaDominica
StVincentandtheGrenadines,4,2,Barbados,StVincentandtheGrenadines,Barbados
Lesotho,3,4,Zimbabwe,Zimbabwe,Lesotho
Zambia,4,2,Tanzania,Zambia,Tanzania
Dominica,2,2,StVincentandtheGrenadines,TIEDominicaStVincentandtheGrenadines,TIEDominicaStVincentandtheGrenadines
Grenada,0,2,Barbados,Barbados,Grenada
FrenchGuyana,2,4,Canada,Canada,FrenchGuyana
Honduras,0,1,CostaRica,CostaRica,Honduras
SouthAfrica,1,0,Namibia,SouthAfrica,Namibia
Tanzania,0,0,Lesotho,TIETanzaniaLesotho,TIETanzaniaLesotho
GuineaBissau,0,1,Gambia,Gambia,GuineaBissau
Martinique,2,0,Nicaragua,Martinique,Nicaragua
USA,1,1,Panama,TIEUSAPanama,TIEUSAPanama
Curasao,0,2,Jamaica,Jamaica,Curasao
Mexico,3,1,ElSalvador,Mexico,ElSalvador
Zambia,1,3,Zimbabwe,Zimbabwe,Zambia
CostaRica,1,1,Canada,TIECostaRicaCanada,TIECostaRicaCanada
Honduras,0,0,FrenchGuyana,TIEHondurasFrenchGuyana,TIEHondurasFrenchGuyana
Panama,2,1,Nicaragua,Panama,Nicaragua
USA,3,2,Martinique,USA,Martinique
ElSalvador,2,0,Curasao,ElSalvador,Curasao
Mexico,0,0,Jamaica,TIEMexicoJamaica,TIEMexicoJamaica
Canada,0,0,Honduras,TIECanadaHonduras,TIECanadaHonduras
CostaRica,3,0,FrenchGuyana,CostaRica,FrenchGuyana
Thailand,3,0,KoreaDPR,Thailand,KoreaDPR
Panama,3,0,Martinique,Panama,Martinique
USA,3,0,Nicaragua,USA,Nicaragua
BurkinaFaso,3,3,KoreaDPR,TIEBurkinaFasoKoreaDPR,TIEBurkinaFasoKoreaDPR
Curasao,0,2,Mexico,Mexico,Curasao
Jamaica,1,1,ElSalvador,TIEJamaicaElSalvador,TIEJamaicaElSalvador
CostaRica,1,0,Panama,CostaRica,Panama
USA,2,0,ElSalvador,USA,ElSalvador
Jamaica,2,1,Canada,Jamaica,Canada
Mexico,1,0,Honduras,Mexico,Honduras
USA,2,0,CostaRica,USA,CostaRica
Mexico,0,1,Jamaica,Jamaica,Mexico
Ecuador,3,1,TrinidadandTobago,Ecuador,TrinidadandTobago
USA,2,1,Jamaica,USA,Jamaica
Zambia,0,0,Ethiopia,TIEZambiaEthiopia,TIEZambiaEthiopia
Rwanda,2,1,Sudan,Rwanda,Sudan
Andorra,0,1,Qatar,Qatar,Andorra
India,2,1,Mauritius,India,Mauritius
Malaysia,1,2,Syria,Syria,Malaysia
Mauritius,1,1,StKittsandNevis,TIEMauritiusStKittsandNevis,TIEMauritiusStKittsandNevis
Qatar,2,1,Turkmenistan,Qatar,Turkmenistan
India,1,1,StKittsandNevis,TIEIndiaStKittsandNevis,TIEIndiaStKittsandNevis
TrinidadandTobago,1,2,Jamaica,Jamaica,TrinidadandTobago
Iraq,1,1,Syria,TIEIraqSyria,TIEIraqSyria
Bahrain,0,0,Jordan,TIEBahrainJordan,TIEBahrainJordan
Burma,1,0,Malaysia,Burma,Malaysia
UnitedArabEmirates,2,1,SaudiArabia,UnitedArabEmirates,SaudiArabia
Oman,2,0,Afghanistan,Oman,Afghanistan
Belgium,9,0,Gibraltar,Belgium,Gibraltar
Brazil,2,0,Ecuador,Brazil,Ecuador
Bulgaria,3,2,Sweden,Bulgaria,Sweden
Chile,0,3,Paraguay,Paraguay,Chile
China,1,0,Uzbekistan,China,Uzbekistan
Cyprus,3,2,BosniaHerzegovina,Cyprus,BosniaHerzegovina
France,4,0,Netherlands,France,Netherlands
Greece,0,0,Estonia,TIEGreeceEstonia,TIEGreeceEstonia
Guinea,3,2,Libya,Guinea,Libya
Hungary,3,1,Latvia,Hungary,Latvia
Japan,2,0,Australia,Japan,Australia
Kenya,1,1,Mauritania,TIEKenyaMauritania,TIEKenyaMauritania
SouthKorea,0,0,Iran,TIESouthKoreaIran,TIESouthKoreaIran
Luxembourg,1,0,Belarus,Luxembourg,Belarus
Niger,0,2,Togo,Togo,Niger
Peru,2,1,Bolivia,Peru,Bolivia
Portugal,5,1,FaroeIslands,Portugal,FaroeIslands
Singapore,1,1,HongKong,TIESingaporeHongKong,TIESingaporeHongKong
Switzerland,3,0,Andorra,Switzerland,Andorra
Syria,3,1,Qatar,Syria,Qatar
Thailand,1,2,Iraq,Iraq,Thailand
Uganda,1,0,Egypt,Uganda,Egypt
Uruguay,0,0,Argentina,TIEUruguayArgentina,TIEUruguayArgentina
Venezuela,0,0,Colombia,TIEVenezuelaColombia,TIEVenezuelaColombia
CapeVerde,2,1,SouthAfrica,CapeVerde,SouthAfrica
CzechRepublic,1,2,Germany,Germany,CzechRepublic
Denmark,4,0,Poland,Denmark,Poland
Ghana,1,1,Congo,TIEGhanaCongo,TIEGhanaCongo
Kazakhstan,0,3,Montenegro,Montenegro,Kazakhstan
Lithuania,0,3,Scotland,Scotland,Lithuania
Malta,0,4,England,England,Malta
Mexico,1,0,Panama,Mexico,Panama
Morocco,6,0,Mali,Morocco,Mali
NewZealand,6,1,SolomonIslands,NewZealand,SolomonIslands
Nigeria,4,0,Cameroon,Nigeria,Cameroon
Norway,2,0,Azerbaijan,Norway,Azerbaijan
Romania,1,0,Armenia,Romania,Armenia
SanMarino,0,3,NorthernIreland,NorthernIreland,SanMarino
Slovakia,1,0,Slovenia,Slovakia,Slovenia
TrinidadandTobago,1,2,Honduras,Honduras,TrinidadandTobago
Tunisia,2,1,CongoDR,Tunisia,CongoDR
USA,0,2,CostaRica,CostaRica,USA
Albania,2,0,Liechtenstein,Albania,Liechtenstein
Canada,2,0,Jamaica,Canada,Jamaica
Croatia,1,0,Kosovo,Croatia,Kosovo
Finland,1,0,Iceland,Finland,Iceland
Gabon,0,3,IvoryCoast,IvoryCoast,Gabon
Georgia,1,1,Ireland,TIEGeorgiaIreland,TIEGeorgiaIreland
Indonesia,0,0,Fiji,TIEIndonesiaFiji,TIEIndonesiaFiji
Israel,0,1,Macedonia,Macedonia,Israel
Mozambique,1,1,Kenya,TIEMozambiqueKenya,TIEMozambiqueKenya
